Session#,FA,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,Lapses,SA
Session1,0.008836243886611628,0.0,0.0,4.0257648953301127E-4,0.001248033838184009,0.0020479440355989005,0.00952251804908594,0.015916643474837042,0.02235792183572212,0.03268453441762611,0.04387113741421299,0.049233085423784,0.06099432916035652,0.06685711233928665,0.07151447720774959,0.06331881413762559,0.056059763501894476,0.05569506118637176,0.049260960536716504,0.050600606386697874,0.044822703194647984,0.0374561329103365,0.03692260530203645,0.030285260980273333,0.02586374876589867,0.02491798601394849,0.019579165438033255,0.013897088568544746,0.01801411654665004,0.013288586195023962,0.012816427951967822,0.008291602377962204,0.0067545921210355455,0.009310968834448345,0.004234388450707145,0.005539045282369479,0.027583817744221285,0.0
Session2,0.011316003328283952,0.0,0.0,6.270903010033445E-4,0.0010781570675187698,0.0029819683840233598,0.007163551018326253,0.014643524269146056,0.022466340154411468,0.035102918888054974,0.03925422951043122,0.05288328192766265,0.06408583665564409,0.05787828977067375,0.0647522953979244,0.06210331421996115,0.055377487245380996,0.05804660556541208,0.055352022498712156,0.04934563209541402,0.04358807103935997,0.03925536832722497,0.032090765826619634,0.02620336331113867,0.027378732067236403,0.022438258322895983,0.021769183988457647,0.019152113893633554,0.015155441723939176,0.012405012572771575,0.01037341419095654,0.010935164364138328,0.007783636242182078,0.008884112687417817,0.006236106893541362,0.004894139098837806,0.03699856715166375,0.0
Session3,0.01338440021193829,0.0,0.0,0.0,8.406797103605615E-4,0.005008808156192079,0.00883519650666938,0.013763076324768787,0.02482128596991255,0.03640144730762663,0.04028839076046948,0.056962864800045615,0.04894894737835878,0.060590596099173145,0.06471626812046666,0.06603611963529142,0.05941247546040476,0.05573500451919358,0.05076624264661232,0.047713845779696715,0.04350310314610875,0.04132321406468264,0.03430406771605165,0.029437089954384592,0.026524617736940655,0.02220525525178529,0.016908813473547613,0.0171171239784835,0.01778516818563318,0.015788998551191705,0.010761386264024765,0.010233653470663915,0.008467097543823134,0.008232010491560445,0.0071534799406293,0.004826469130390201,0.03120280171291778,0.0
Session4,0.014023484364939933,0.0,0.0,4.1241496598639455E-4,0.0016661384874769342,0.0023034224543964986,0.009170641507720905,0.014923013419649927,0.021417501807090008,0.02946152834629751,0.038083065599464144,0.04921110503124586,0.05567249967293462,0.06095076815282539,0.06255085434050617,0.06434704431040927,0.060092152604369675,0.05630987537990412,0.05416828825284845,0.05013729190991235,0.046912426489513145,0.03699257810137464,0.03295978923746567,0.03014545588261067,0.026785230674859547,0.02395717484964606,0.016997333260043393,0.020769704446272755,0.01546365380902727,0.015927232199408725,0.013270341581954788,0.01187751868213205,0.008299171804457987,0.008375399765998335,0.007521674805726127,0.005066100448626548,0.033778123352904046,0.0
Session5,0.011856706489461915,0.0,2.2222222222222223E-4,4.349881796690307E-4,0.001034967320261438,0.003981249168598262,0.009978616983336838,0.01607502747055111,0.022701282335715004,0.03225469680357327,0.046810173054192,0.049806577581766674,0.057499539037198746,0.06539203556237438,0.06730491936671634,0.06335515965178583,0.06273845964688995,0.05503229990175976,0.04821136368343442,0.0445292417740924,0.04236678243211062,0.04017636775600706,0.03547231890300719,0.024570386873454204,0.02812593071382945,0.022927931695070448,0.0175095726013432,0.014924703389905258,0.01676044498401742,0.012906545343385402,0.013169559294631712,0.007526947478467891,0.008419865961193486,0.00802502874123225,0.007475981745150799,0.006123097224328626,0.03429900862926534,0.0


Session#,Block#,FA,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,Lapses,SA
Session1,Block1,0.008836243886611628,0.0,0.0,4.0257648953301127E-4,0.001248033838184009,0.0020479440355989005,0.00952251804908594,0.015916643474837042,0.02235792183572212,0.03268453441762611,0.04387113741421299,0.049233085423784,0.06099432916035652,0.06685711233928665,0.07151447720774959,0.06331881413762559,0.056059763501894476,0.05569506118637176,0.049260960536716504,0.050600606386697874,0.044822703194647984,0.0374561329103365,0.03692260530203645,0.030285260980273333,0.02586374876589867,0.02491798601394849,0.019579165438033255,0.013897088568544746,0.01801411654665004,0.013288586195023962,0.012816427951967822,0.008291602377962204,0.0067545921210355455,0.009310968834448345,0.004234388450707145,0.005539045282369479,0.027583817744221285,0.0

Session2,Block1,0.011316003328283952,0.0,0.0,6.270903010033445E-4,0.0010781570675187698,0.0029819683840233598,0.007163551018326253,0.014643524269146056,0.022466340154411468,0.035102918888054974,0.03925422951043122,0.05288328192766265,0.06408583665564409,0.05787828977067375,0.0647522953979244,0.06210331421996115,0.055377487245380996,0.05804660556541208,0.055352022498712156,0.04934563209541402,0.04358807103935997,0.03925536832722497,0.032090765826619634,0.02620336331113867,0.027378732067236403,0.022438258322895983,0.021769183988457647,0.019152113893633554,0.015155441723939176,0.012405012572771575,0.01037341419095654,0.010935164364138328,0.007783636242182078,0.008884112687417817,0.006236106893541362,0.004894139098837806,0.03699856715166375,0.0

Session3,Block1,0.01338440021193829,0.0,0.0,0.0,8.406797103605615E-4,0.005008808156192079,0.00883519650666938,0.013763076324768787,0.02482128596991255,0.03640144730762663,0.04028839076046948,0.056962864800045615,0.04894894737835878,0.060590596099173145,0.06471626812046666,0.06603611963529142,0.05941247546040476,0.05573500451919358,0.05076624264661232,0.047713845779696715,0.04350310314610875,0.04132321406468264,0.03430406771605165,0.029437089954384592,0.026524617736940655,0.02220525525178529,0.016908813473547613,0.0171171239784835,0.01778516818563318,0.015788998551191705,0.010761386264024765,0.010233653470663915,0.008467097543823134,0.008232010491560445,0.0071534799406293,0.004826469130390201,0.03120280171291778,0.0

Session4,Block1,0.014023484364939933,0.0,0.0,4.1241496598639455E-4,0.0016661384874769342,0.0023034224543964986,0.009170641507720905,0.014923013419649927,0.021417501807090008,0.02946152834629751,0.038083065599464144,0.04921110503124586,0.05567249967293462,0.06095076815282539,0.06255085434050617,0.06434704431040927,0.060092152604369675,0.05630987537990412,0.05416828825284845,0.05013729190991235,0.046912426489513145,0.03699257810137464,0.03295978923746567,0.03014545588261067,0.026785230674859547,0.02395717484964606,0.016997333260043393,0.020769704446272755,0.01546365380902727,0.015927232199408725,0.013270341581954788,0.01187751868213205,0.008299171804457987,0.008375399765998335,0.007521674805726127,0.005066100448626548,0.033778123352904046,0.0

Session5,Block1,0.011856706489461915,0.0,2.2222222222222223E-4,4.349881796690307E-4,0.001034967320261438,0.003981249168598262,0.009978616983336838,0.01607502747055111,0.022701282335715004,0.03225469680357327,0.046810173054192,0.049806577581766674,0.057499539037198746,0.06539203556237438,0.06730491936671634,0.06335515965178583,0.06273845964688995,0.05503229990175976,0.04821136368343442,0.0445292417740924,0.04236678243211062,0.04017636775600706,0.03547231890300719,0.024570386873454204,0.02812593071382945,0.022927931695070448,0.0175095726013432,0.014924703389905258,0.01676044498401742,0.012906545343385402,0.013169559294631712,0.007526947478467891,0.008419865961193486,0.00802502874123225,0.007475981745150799,0.006123097224328626,0.03429900862926534,0.0
